QUESTION_ID,TOPIC,SUBTOPIC,mock_appearance,bluebook_appearance,QUESTION_PROMPT
ce81d0b7,ENGLISH_CONV,Boundaries,,,"The life spans of rockfish vary greatly by species. For instance, the colorful calico rockfish (Sebastes dalli) can survive for a little over a ______ the rougheye rockfish (Sebastes aleutianus) boasts a maximum life span of about two centuries. Which choice completes the text so that it conforms to the conventions of Standard English?"
cebfb2c6,INFO_IDEAS,Command of Evidence,,,"Dated Ages of Lunar Samples from Select Missions Mission name Year Landing site Approximate age of lunar samples (billions of years) Apollo 11 1969 Mare Tranquillitatis 3.6 Apollo 15 1971 Mare Imbrium 3.3 Apollo 17 1972 Mare Serenitatis 3.8 ChangÃ¢â‚¬â„¢e 5 2020 Oceanus Procellarum 2.0 Ã‚ The Apollo program missions were spaceflights to the moon led by the United States during the 1960s and 1970s during which astronauts collected some samples of the moonÃ¢â‚¬â„¢s surface. More recently, China launched the ChangÃ¢â‚¬â„¢e 5 mission, which returned additional lunar surface samples. Researchers have analyzed and dated each of the samples, concluding that the lunar samples collected during the ChangÃ¢â‚¬â„¢e 5 mission are significant because ______ Which choice most effectively uses data from the table to complete the claim?"
cef77aa7,INFO_IDEAS,Inferences,,,"Geoglyphs are large-scale designs of lines or shapes created in a natural landscape. The Nazca Lines were created in the Nazca Desert in Peru by several Indigenous civilizations over a period of many centuries. Peruvian archaeologist Johny Isla specializes in these geoglyphs. At a German exhibit about the Nazca Lines, he saw an old photograph of a large geoglyph of a whalelike figure and was surprised that he didnÃ¢â‚¬â„¢t recognize it. Isla returned to Peru and used a drone to search a wide area, looking for the figure from the air. This approach suggests that Isla thought that if he hadnÃ¢â‚¬â„¢t already seen it, the whalelike geoglyph ______ Which choice most logically completes the text?"
cf08e2fd,ENGLISH_CONV,"Form, Structure, and Sense",,,"From 1912 to 1951, Charlotta Bass owned and operated the newspaper The California Eagle. While it was under BassÃ¢â‚¬â„¢s leadership, The Eagle ______ one of the USÃ¢â‚¬â„¢s most influential Black-owned newspapers. Which choice completes the text so that it conforms to the conventions of Standard English?"
cf3acc50,INFO_IDEAS,Inferences,,,"Compiled in the late 1500s largely through the efforts of Indigenous scribes, Cantares Mexicanos is the most important collection of poetry in Classical Nahuatl, the principal language of the Aztec Empire. The poems portray Aztec society before the occupation of the empire by the army of Spain, and marginal notes in Cantares Mexicanos indicate that much of the collectionÃ¢â‚¬â„¢s content predates the initial invasion. Nonetheless, some of the poems contain inarguable references to beliefs and customs common in Spain during this era. Thus, some scholars have concluded that ______ Which choice most logically completes the text?"
cf46f239,CRAFT,Text Structure & Purpose,,BB5 UPPER,"The following text is adapted from Herman MelvilleÃ¢â‚¬â„¢s 1855 novel Israel Potter. Israel is a young man wandering through New England during the late eighteenth century. He hired himself out for three months; at the end of that time to receive for his wages two hundred acres of land lying in New Hampshire. [...] His employer proving false to the contract in the matter of the land, and there being no law in the country to force him to fulfil it, IsraelÃ¢â‚¬â€who, however brave-hearted, and even much of a dare-devil upon a pinch, seems nevertheless to have evinced, throughout many parts of his career, a singular patience and mildnessÃ¢â‚¬â€was obliged to look round for other means of livelihood than clearing out a farm for himself in the wilderness. Which choice best describes the function of the underlined portion in the text as a whole?"
cf7491c1,INFO_IDEAS,Command of Evidence,,BB9 MEDIUM,"Characteristics of Five Recently Discovered Gas Exoplanets Exoplanet designation Mass (Jupiters) Radius (Jupiters) Orbital period (days) Distance from the Sun (parsecs) TOI-640 b 0.88 1.771 5.003 340 TOI-1601 b 0.99 1.239 5.331 336 TOI-628 b 6.33 1.060 3.409 178 TOI-1478 b 0.85 1.060 10.180 153 TOI-1333 b 2.37 1.396 4.720 200 Ã¢â‚¬Å“Hot JupitersÃ¢â‚¬Â are gas planets that have a mass of at least 0.25 Jupiters (meaning that their mass is at least 25% of that of Jupiter) and an orbital period of less than 10 days (meaning that they complete one orbit around their star in less than 10 days), while Ã¢â‚¬Å“warm JupitersÃ¢â‚¬Â are gas planets that meet the same mass criterion but have orbital periods of more than 10 days. In 2021, Michigan State University astronomer Joseph Rodriguez and colleagues announced the discovery of five new gas exoplanets and asserted that four are hot Jupiters and one is a warm Jupiter. Which choice best describes data from the table that support Rodriguez and colleaguesÃ¢â‚¬â„¢ assertion?"
cf956802,INFO_IDEAS,Central Ideas,,,"When fashion designer Lloyd Henri Kiva New opened his store in Scottsdale, Arizona, in 1945, he quickly became known for creating delicately crafted leather goods, like belts and hats. He was perhaps most renowned for his colorful handbags, which he made by hand using a long and painstaking process. As he gained more customers, New began using sewing machines and other tools to help him produce bags more efficiently, though he continued to handcraft the crucial details that made each bag unique. Based on the text, what would have been the most likely consequence if New had not begun using sewing machines?"
cf9a00e0,CRAFT,Text Structure & Purpose,,,"ChileÃ¢â‚¬â„¢s Atacama Desert is one of the driest places on Earth. Mary Beth Wilhelm and other astrobiologists search for life, or its remains, in this harsh place because the desert closely mirrors the extreme environment on Mars. The algae and bacteria found in AtacamaÃ¢â‚¬â„¢s driest regions may offer clues about Martian life. By studying how these and other microorganisms survive such extreme conditions on Earth, WilhelmÃ¢â‚¬â„¢s team hopes to determine whether similar life might have existed on Mars and to develop the best tools to look for evidence of it. Which choice best describes the function of the underlined sentence in the text as a whole?"
cf9a3f34,CRAFT,Words in Context,,BB5 LOWER,"The following text is adapted from Elizabeth von ArnimÃ¢â‚¬â„¢s 1922 novel The Enchanted April. Mrs. Wilkins and her friend Rose are traveling in Italy. Ã¢â‚¬Å“IÃ¢â‚¬â„¢m going to have one of these gorgeous oranges,Ã¢â‚¬Â said Mrs. Wilkins, staying where she was and reaching across to a black bowl piled with them. Ã¢â‚¬Å“Rose, how can you resist them. LookÃ¢â‚¬â€have this one. Do have this beautyÃ¢â‚¬â€Ã¢â‚¬Â And she held out a big one. As used in the text, what does the phrase Ã¢â‚¬Å“reaching across toÃ¢â‚¬Â most nearly mean?"
cfade68d,EXPRESSIONS,Rhetorical Syntesis,,,"While researching a topic, a student has taken the following notes: Ã‚ Marcela Guerrero is a curator at the Whitney Museum of American Art in New York.Ã‚ She curated the WhitneyÃ¢â‚¬â„¢s 2018 exhibition Pacha, Llaqta, Wasichay: Indigenous Space, Modern Architecture, New Art. This exhibition featured works by seven emerging Latino artists. She curated the WhitneyÃ¢â‚¬â„¢s 2020 exhibition Vida Americana: Mexican Muralists Remake American Art, 1925Ã¢â‚¬â€œ1945. This exhibition included nearly 200 works by twentieth-century Latino and Mexican artists. The student wants to describe the exhibition that Guerrero curated in 2018. Which choice most effectively uses relevant information from the notes to accomplish this goal?"
d0198544,CRAFT,Cross-Text Connections,,,"Text 1 In 2007, a team led by Alice Storey analyzed a chicken bone found in El Arenal, Chile, dating it to 1321Ã¢â‚¬â€œ1407 CEÃ¢â‚¬â€over a century before Europeans invaded the region, bringing their own chickens. Storey also found that the El Arenal chicken shared a unique genetic mutation with the ancient chicken breeds of the Polynesian Islands in the Pacific. Thus, Polynesian peoples, not later Europeans, probably first introduced chickens to South America. Ã‚ Text 2 An Australian research team weakened the case for a Polynesian origin for the El Arenal chicken by confirming that the mutation identified by Storey has occurred in breeds from around the world. More recently, though, a team led by Agusto Luzuriaga-Neira found that South American chicken breeds and Polynesian breeds share other genetic markers that European breeds lack. Thus, the preponderance of evidence now favors a Polynesian origin. Based on the texts, how would the author of Text 2 most likely respond to the underlined claim in Text 1?"
d073983d,ENGLISH_CONV,"Form, Structure, and Sense",,,"Known for her massive photorealistic paintings of African American figures floating or swimming in pools, Calida Garcia ______ was the logical choice to design the book cover for Ta-Nehisi CoatesÃ¢â‚¬â„¢s The Water Dancer, a novel about an African American man who can travel great distances through water. Which choice completes the text so that it conforms to the conventions of Standard English?"
d0f51067,INFO_IDEAS,Central Ideas,,,"Modern dog breeds are largely the result of 160 years of owners crossbreeding certain dogs in order to select for particular physical appearances. Owners often say that some breeds are also more likely than others to have particular personality traitsÃ¢â‚¬â€basset hounds are affectionate; boxers are easy to trainÃ¢â‚¬â€but Kathleen Morrill and colleagues found through a combination of owner surveys and DNA sequencing of 2,000 dogs that while physical traits are predictably heritable among purebred dogs, behavior varies widely among dogs of the same breed. Which choice best states the main idea of the text?"
d0fbf1ae,INFO_IDEAS,Central Ideas,,,"Algae living within the tissues of corals play a critical role in keeping corals, and the marine ecosystems they are part of, thriving. Some coral species appear brown in color when healthy due to the algae colonies living in their tissues. In the event of an environmental stressor, the algae can die or be expelled, causing the corals to appear white. To recover the algae, the bleached corals then begin to produce bright colors, which block intense sunlight, encouraging the light-sensitive algae to recolonize the corals. What does the text most strongly suggest about corals that produce bright colors?"
d102706f,INFO_IDEAS,Command of Evidence,,BB8 UPPER,"Estimates of Tyrannosaurid Bite Force Study Year Estimation method Approximate bite force (newtons) Cost et al. 2019 muscular and skeletal modeling 35,000Ã¢â‚¬â€œ63,000 Gignac and Erickson 2017 tooth-bone interaction analysis 8,000Ã¢â‚¬â€œ34,000 Meers 2002 body-mass scaling 183,000Ã¢â‚¬â€œ235,000 Bates and Falkingham 2012 muscular and skeletal modeling 35,000Ã¢â‚¬â€œ57,000 The largest tyrannosauridsÃ¢â‚¬â€the family of carnivorous dinosaurs that includes Tarbosaurus, Albertosaurus, and, most famously, Tyrannosaurus rexÃ¢â‚¬â€are thought to have had the strongest bites of any land animals in EarthÃ¢â‚¬â„¢s history. Determining the bite force of extinct animals can be difficult, however, and paleontologists Paul Barrett and Emily Rayfield have suggested that an estimate of dinosaur bite force may be significantly influenced by the methodology used in generating that estimate. Which choice best describes data from the table that support Barrett and RayfieldÃ¢â‚¬â„¢s suggestion?"
d10e46a2,EXPRESSIONS,Transitions,,,"The ancient Spartans were known for their bitingly conciseÃ¢â‚¬â€or laconicÃ¢â‚¬â€wit, a quality they maintained even in the face of great peril. ______ when Philip II of Macedon threatened Laconia (the region of Greece containing Sparta), he said, Ã¢â‚¬Å“If I invade Laconia, I shall turn you out.Ã¢â‚¬Â The Spartans replied with a single word: Ã¢â‚¬Å“If.Ã¢â‚¬Â Which choice completes the text with the most logical transition?"
d1539546,INFO_IDEAS,Inferences,903D Upper,,"Tides can deposit large quantities of dead vegetation within a salt marsh, smothering healthy plants and leaving a salt panne Ã¢â‚¬â€a depression devoid of plants that tends to trap standing waterÃ¢â‚¬â€in the marshÃ¢â‚¬â„¢s interior. Ecologist Kathryn Beheshti and colleagues found that burrowing crabs living within these pannes improve drainage by loosening the soil, leading the pannes to shrink as marsh plants move back in. At salt marsh edges, however, crab-induced soil loosening can promote marsh loss by accelerating erosion, suggesting that the burrowing action of crabs ______ Ã‚ Ã‚ Which choice most logically completes the text?"
d168e7c5,CRAFT,Text Structure & Purpose,,,The following text is from Annie DillardÃ¢â‚¬â„¢s 1987 autobiographical novel An American Childhood. The narrator is a young girl living in Pittsburgh. I walked. My mother had given me the freedom of the streets as soon as I could say our telephone number. I walked and memorized the neighborhood. I made a mental map and located myself upon it. At night in bed I rehearsed the small worldÃ¢â‚¬â„¢s scheme and set challenges: Find the store using backyards only. Imagine a route from the school to my friendÃ¢â‚¬â„¢s house. Ã‚Â©1987 by Annie Dillard Which choice best describes the function of the underlined portion in the text as a whole?
d1b8a9ad,INFO_IDEAS,Central Ideas,,,"Disco remains one of the most ridiculed popular music genres of the late twentieth century. But as scholars have argued, the genre is far less superficial than many people believe. Take the case of disco icon Donna Summer: she may have been associated with popular songs about love and heartbreak (subjects hardly unique to disco, by the way), but like many Black women singers before her, much of her music also reflects concerns about community and identity. These concerns are present in many of the genreÃ¢â‚¬â„¢s greatest songs, and they generally donÃ¢â‚¬â„¢t require much digging to reveal. What does the text most strongly suggest about the disco genre?"
d2b81427,ENGLISH_CONV,"Form, Structure, and Sense",,,"In assessing the films of Japanese director Akira Kurosawa, ______ have missed his equally deep engagement with Japanese artistic traditions such as Noh theater. Which choice completes the text so that it conforms to the conventions of Standard English?"
d2c2a7ef,INFO_IDEAS,Central Ideas,,,"The following text is from Anton ChekhovÃ¢â‚¬â„¢s 1898 short story Ã¢â‚¬Å“IonitchÃ¢â‚¬Â (translated by Marian Fell in 1915). The text is set in a Russian city referred to as the city of S. If newcomers to the little provincial city of S. complained that life there was monotonous and dull, its inhabitants would answer that, on the contrary, S. was a very amusing place, indeed, that it had a library and a club, that balls were given there, and finally, that very pleasant families lived there with whom one might become acquainted. And they always pointed to the Turkins as the most accomplished and most enlightened family of all. What does the text suggest about the Turkins?"
d2cf0e11,ENGLISH_CONV,"Form, Structure, and Sense",901D Upper,,"Inventor John Friedman created a prototype of the first flexible straw by inserting a screw into a paper straw and, using dental floss, binding the straw tightly around the ______ When the floss and screw were removed, the resulting corrugations in the paper allowed the straw to bend easily over the edge of a glass. Which choice completes the text so that it conforms to the conventions of Standard English?"
d2e0cba5,INFO_IDEAS,Central Ideas,902D Medium,,"In a study of new technology adoption, Davit Marikyan et al. examined negative disconfirmation (which occurs when experiences fall short of oneÃ¢â‚¬â„¢s expectations) to determine whether it could lead to positive outcomes for users. The team focused on established users ofÃ‚ Ã¢â‚¬Å“smart homeÃ¢â‚¬Â technology, which presents inherent utilization challenges but tends to attract users with high expectations, often leading to feelings of dissonance. The researchers found that many users employed cognitive mechanisms to mitigate those feelings, ultimately reversing their initial sense of disappointment. Which choice best states the main idea of the text?"
d2eb1df1,CRAFT,Words in Context,,,"In recommending Bao PhiÃ¢â‚¬â„¢s collection SÃƒÂ´ng I Sing, a librarian noted that pieces by the spoken-word poet donÃ¢â‚¬â„¢t lose their ______ nature when printed: the language has the same pleasant musical quality on the page as it does when performed by Phi. Which choice completes the text with the most logical and precise word or phrase?"
d3104a68,CRAFT,Words in Context,,BB6 MEDIUM,"Birds sing to communicate over potentially great distances. For this reason, many researchers believe that birds in densely vegetated habitats generally sing at lower frequencies than birds living in comparatively sparse habitats, since dense vegetation tends to ______ the distance that high-frequency sounds can travel. Which choice completes the text with the most logical and precise word or phrase?"
d3725911,EXPRESSIONS,Transitions,,BB5 LOWER,"In the search for extraterrestrial life, astrobiologists Stuart Bartlett and Michael L. Wong propose that scientists avoid using the term Ã¢â‚¬Å“life.Ã¢â‚¬Â ______ researchers should use another word: Ã¢â‚¬Å“lyfe.Ã¢â‚¬Â This new term, they argue, could be used to draw distinctions between the known characteristics of life on Earth and the potentially differing characteristics of lyfe on other planets. Which choice completes the text with the most logical transition?"
d3898d32,EXPRESSIONS,Transitions,,,"Riley BlackÃ¢â‚¬â€the author of critically acclaimed books such as My Beloved Brontosaurus (2013)Ã¢â‚¬â€is best known for writing about dinosaurs, but she has also conducted hands-on fieldwork. ______ her fieldwork has included paleontological digs in Utah, Montana, and Wyoming, and her dinosaur fossil discoveries can be seen at places such as the Carnegie Museum of Natural History. Which choice completes the text with the most logical transition?"
d3ca5d59,CRAFT,Words in Context,,,"Stephen HannockÃ¢â‚¬â„¢s luminous landscape paintings are appealing to viewers but have elicited little commentary from contemporary critics, a phenomenon that may be due to the very fact that the paintings seem so ______. Many critics focus their attention on art that is cryptic or overtly challenging.Ã‚ Which choice completes the text with the most logical and precise word or phrase?"
d436a2b2,EXPRESSIONS,Rhetorical Syntesis,,,"While researching a topic, a student has taken the following notes: Komodo dragons are the largest lizards in the world. They live on four islands in Komodo National Park, Indonesia. The park has a total of twenty-nine islands. The student wants to emphasize how many islands in Komodo National Park have Komodo dragons living on them. Which choice most effectively uses relevant information from the notes to accomplish this goal?"
d46ac7e7,ENGLISH_CONV,"Form, Structure, and Sense",1000D Upper,,"A second-generation Japanese American, Wataru Misaka ______ in World War II (1941-45) and won two amateur national basketball championships at the University of Utah when he joined the New York Knicks for the 1947-48 season, becoming the first non-white basketball player in the USÃ¢â‚¬â„¢s top professional league. Which choice completes the text so that it conforms to the conventions of Standard English?"
d4732483,CRAFT,Text Structure & Purpose,,,"Studying late nineteenth- and early twentieth-century artifacts from an agricultural and domestic site in Texas, archaeologist Ayana O. Flewellen found that Black women employed as farm workers utilized hook-and-eye closures to fasten their clothes at the waist, giving themselves a silhouette similar to the one that was popular in contemporary fashion and typically achieved through more restrictive garments such as corsets. Flewellen argues that this sartorial practice shows that these women balanced hegemonic ideals of femininity with the requirements of their physically demanding occupation. Which choice best states the main purpose of the text?"
d47bb0a4,ENGLISH_CONV,"Form, Structure, and Sense",,,Objects ranging from the Kikkoman soy sauce bottle to the Yamaha VMAX motorcycle to the Komachi bullet train ______ designed by twentieth-century industrial designer Kenji Ekuan. Which choice completes the text so that it conforms to the conventions of Standard English?
d4a8f7cb,CRAFT,Words in Context,,,"Dance choreographer Jawole Willa Jo Zollar aims to give people the opportunity to be ______ her creative process. For example, live performances of her dance HairStories, which debuted in 2001, featured videos of people across the United States talking about their hair and audience members sharing pictures of their interesting hairstyles. Which choice completes the text with the most logical and precise word or phrase?"
d4e8662d,CRAFT,Words in Context,,,"The percentage of US forest land that a 2023 federal report identified as being either mature or old growth exceeds other recent estimates. Given how little ______ there is among scientists regarding the scope of these categories, this discrepancy shouldnÃ¢â‚¬â„¢t be surprising: forest researchers regularly dispute one anotherÃ¢â‚¬â„¢s classifications.Ã‚ Which choice completes the text with the most logical and precise word or phrase?"
d4f173ec,ENGLISH_CONV,"Form, Structure, and Sense",,,"To illustrate Albert EinsteinÃ¢â‚¬â„¢s special theory of relativity, picture two jugglers: one juggling on a steadily moving parade float, the other juggling while standing still on a sidewalk. The laws of physics are identical for both ______ motion relative to each other. But what, Einstein wondered, about the speed of light? Which choice completes the text so that it conforms to the conventions of Standard English?"
d5235d39,CRAFT,Words in Context,903D Upper,BB8 MEDIUM,"The Mule Bone, a 1930 play written by Zora Neale Hurston and Langston Hughes, is perhaps the best-known of the few examples of ______ in literature. Most writers prefer working alone, and given that working together cost Hurston and Hughes their friendship, it is not hard to see why. Which choice completes the text with the most logical and precise word or phrase?"
d54e16ee,EXPRESSIONS,Transitions,901D Upper,,"Originally coined by economist Joan Robinson to refer to markets with multiple sellers of a product but only one buyer, the term Ã¢â‚¬Å“monopsonyÃ¢â‚¬Â can also refer to markets where demand for labor is limited. In a product monopsony, the single buyer can force sellers to lower their prices. ______ in a labor monopsony, employers can force workers to accept lower wages. Which choice completes the text with the most logical transition?"
d563bf65,CRAFT,Text Structure & Purpose,,BB5 MEDIUM,"The following text is adapted from Jean WebsterÃ¢â‚¬â„¢s 1912 novel Daddy-Long-Legs. The narrator is a young college student writing letters detailing her weekly experiences. [The college is] organizing the Freshman basket-ball team and thereÃ¢â‚¬â„¢s just a chance that I shall make it. IÃ¢â‚¬â„¢m little of course, but terribly quick and wiry and tough. While the others are hopping about in the air, I can dodge under their feet and grab the ball.Ã‚ Which choice best states the main purpose of the text?"
d5b9ed0d,INFO_IDEAS,Command of Evidence,,,"7 6 5 4 3 2 1 0 ParticipantsÃ¢â‚¬â„¢ mean rating (1Ã¢â‚¬â€œ9; higher values = more positive) Helpfulness of review Attitude toward reviewed product ParticipantsÃ¢â‚¬â„¢ Responses to Three Review Conditions no anger (control) high anger low anger To understand how expressions of anger in reviews of products affect readers of those reviews, business scholar Dezhi Yin and colleagues measured study participantsÃ¢â‚¬â„¢ responses to three versions of the same negative reviewÃ¢â‚¬â€a control review expressing no anger, a review expressing a high degree of anger, and a review expressing a low degree of anger. Reviewing the data, a student concludes that the mere presence of anger in a review may not negatively affect readersÃ¢â‚¬â„¢ perceptions of the review, but a high degree of anger in a review does worsen readersÃ¢â‚¬â„¢ perceptions of the review. Which choice best describes data from the graph that support the studentsÃ¢â‚¬â„¢ conclusion?"
d5c2a4d4,INFO_IDEAS,Central Ideas,,,"The following text is adapted from Guy de MaupassantÃ¢â‚¬â„¢s nineteenth-century short story Ã¢â‚¬Å“The Trip of Le HorlaÃ¢â‚¬Â (translated by Albert M. C. McMaster,"
d5d3ea31,INFO_IDEAS,Command of Evidence,,BB6 MEDIUM,"Ã¢â‚¬Å“The Yellow WallpaperÃ¢â‚¬Â is an 1892 short story by Charlotte Perkins Gilman. In the story, the narrator expresses mixed feelings about her surroundings: ______ Which quotation from Ã¢â‚¬Å“The Yellow WallpaperÃ¢â‚¬Â most effectively illustrates the claim?"
d69bc408,CRAFT,Text Structure & Purpose,,BB10 UPPER,"The following text is adapted from Aphra BehnÃ¢â‚¬â„¢s 1689 novel The Lucky Mistake. Atlante and Rinaldo are neighbors who have been secretly exchanging letters through Charlot, AtlanteÃ¢â‚¬â„¢s sister. [Atlante] gave this letter to Charlot; who immediately ran into the balcony with it, where she still found Rinaldo in a melancholy posture, leaning his head on his hand: She showed him the letter, but was afraid to toss it to him, for fear it might fall to the ground; so he ran and fetched a long cane, which he cleft at one end, and held it while she put the letter into the cleft, and stayed not to hear what he said to it. But never was man so transported with joy, as he was at the reading of this letter; it gives him new wounds; for to the generous, nothing obliges love so much as love. Which choice best describes the overall structure of the text?"
d6c77ae5,CRAFT,Cross-Text Connections,,BB9 LOWER,"Text 1 Astronomer Mark Holland and colleagues examined four white dwarfsÃ¢â‚¬â€small, dense remnants of past starsÃ¢â‚¬â€in order to determine the composition of exoplanets that used to orbit those stars. Studying wavelengths of light in the white dwarf atmospheres, the team reported that traces of elements such as lithium and sodium support the presence of exoplanets with continental crusts similar to EarthÃ¢â‚¬â„¢s. Ã‚ Text 2 Past studies of white dwarf atmospheres have concluded that certain exoplanets had continental crusts. Geologist Keith Putirka and astronomer Siyi Xu argue that those studies unduly emphasize atmospheric traces of lithium and other individual elements as signifiers of the types of rock found on Earth. The studies donÃ¢â‚¬â„¢t adequately account for different minerals made up of various ratios of those elements, and the possibility of rock types not found on Earth that contain those minerals. Based on the texts, how would Putirka and Xu (Text 2) most likely characterize the conclusion presented in Text 1?"
d6dec50e,EXPRESSIONS,Rhetorical Syntesis,,,"While researching a topic, a student has taken the following notes: In 2019, Emily Shepard and colleagues in the UK and Germany studied the effect of wind on auksÃ¢â‚¬â„¢ success in landing at cliffside nesting sites. They found as wind conditions intensified, the birds needed more attempts in order to make a successful landing. When the wind was still, almost 100% of landing attempts were successful. In a strong breeze, approximately 40% of attempts were successful. In near-gale conditions, only around 20% of attempts were successful. The student wants to summarize the study. Which choice most effectively uses relevant information from the notes to accomplish this goal?"
d73a908a,INFO_IDEAS,Central Ideas,,BB10 MEDIUM,"Believing that living in an impractical space can heighten awareness and even improve health, conceptual artists Madeline Gins and Shusaku Arakawa designed an apartment building in Japan to be more fanciful than functional. A kitchen counter is chest-high on one side and knee-high on the other; a ceiling has a door to nowhere. The effect is disorienting but invigorating: after four years there, filmmaker Nobu Yamaoka reported significant health benefits. Which choice best states the main idea of the text?"
d748c3fd,INFO_IDEAS,Inferences,902D Lower,,"In her 2021 article Ã¢â‚¬Å“Throwaway History: Towards a Historiography of Ephemera,Ã¢â‚¬Â scholar Anne Garner discusses John Johnson (1882Ã¢â‚¬â€œ1956), a devoted collector of items intended to be discarded, including bus tickets and campaign pamphlets. Johnson recognized that scholarly institutions considered his expansive collection of ephemera to be worthless Ã¢â‚¬â€indeed, it wasnÃ¢â‚¬â„¢t until 1968, after JohnsonÃ¢â‚¬â„¢s death, that Oxford UniversityÃ¢â‚¬â„¢s Bodleian Library acquired the collection, having grasped the itemsÃ¢â‚¬â„¢ potential value to historians and other researchers. Hence, the example of Johnson serves to ______ Which choice most logically completes the text?"
d75d57a0,ENGLISH_CONV,Boundaries,,BB10 MEDIUM,"While many video game creators strive to make their graphics ever more ______ others look to the past, developing titles with visuals inspired by the Ã¢â‚¬Å“8-bitÃ¢â‚¬Â games of the 1980s and 1990s. (The term Ã¢â‚¬Å“8-bitÃ¢â‚¬Â refers to a console whose processor could only handle eight bits of data at once.) Which choice completes the text so that it conforms to the conventions of Standard English?"
d7c5388f,EXPRESSIONS,Rhetorical Syntesis,901D Medium,,"While researching a topic, a student has taken the following notes: Planetary scientists classify asteroids based on their composition. C-type asteroids are composed primarily of carbon. They account for roughly 75 percent of known asteroids. S-type asteroids are primarily made up of silicate minerals. They account for roughly 17 percent of known asteroids. The student wants to emphasize a difference between C-type and S-type asteroids. Which choice most effectively uses relevant information from the notes to accomplish this goal?"
d7dccee7,CRAFT,Words in Context,,,"In a 2019 study, Jeremy Gunawardena and colleagues found that the single-celled protozoan Stentor roeseli not only uses strategies to escape irritating stimuli but also switches strategies when one fails. This evidence of protozoans sophisticatedly Ã¢â‚¬Å“changing their mindsÃ¢â‚¬Â demonstrates that single-celled organisms may not be limited to ______ behaviors. Which choice completes the text with the most logical and precise word or phrase?"
d7f31e68,EXPRESSIONS,Rhetorical Syntesis,,,"While researching a topic, a student has taken the following notes:Ã‚ Annie Wu is a prominent American flutist who graduated from the New England Conservatory. She has won multiple national flute competitions. She is best known for a 2011 YouTube video that has been viewed over two million times. The video shows her performing Three Beats for Beatbox Flute, an original work by composer Greg Pattillo. Wu combines flute playing and beatboxing in the video. The student wants to emphasize WuÃ¢â‚¬â„¢s most well-known achievement. Which choice most effectively uses relevant information from the notes to accomplish this goal?"
d83c3d54,INFO_IDEAS,Command of Evidence,,,"140,000 120,000 100,000 80,000 60,000 40,000 20,000 0 Area (square meters) 1987 1993 2006 Characteristics of the Banks of the Provo River Downstream of the Jordanelle Dam Year grass cover bare soil forest cover The Jordanelle Dam was built on the Provo River in Utah in 1992. Earth scientist Adriana E. Martinez and colleagues tracked changes to the environment on the banks of the river downstream of the dam, including how much grass and forest cover were present. They concluded that the dam changed the flow of the river in ways that benefited grass plants but didnÃ¢â‚¬â„¢t benefit trees. Which choice best describes data from the graph that support Martinez and colleaguesÃ¢â‚¬â„¢ conclusion?"
d8758c3b,INFO_IDEAS,Central Ideas,,,"Psychologists wanted to test how young children think about rewards and fairness. In an experiment, two teachers handed out rewards while children (ages four to six) watched. The teachers gave out the same number of rewards, but one of them counted the rewards out loud. The children were then asked who was fairer. 73% chose the teacher who counted. The psychologists think that counting showed the children that the teacher wanted to be fair. The children may have believed that the teacher who did not count did not care about fairness. Which choice best states the main idea of the text?"
d8aa8ba2,EXPRESSIONS,Rhetorical Syntesis,,BB5 LOWER,"While researching a topic, a student has taken the following notes: In astronomy, the mass of stars can be described in units called solar masses. One solar mass is roughly equal to the mass of the Sun. The mass of the star Proxima Centauri is 0.122 solar masses. The mass of the star Sirius A is 2.063 solar masses. The student wants to emphasize the mass of Sirius"
d8d1ecaa,CRAFT,Words in Context,,,"Business researcher Melanie Brucks and colleagues found that remote video conference meetings may be less conducive to brainstorming than in-person meetings are. The researchers suspect that video meeting participants are focused on staring at the speaker on the screen and donÃ¢â‚¬â„¢t allow their eyes or mind to wander as much, which may ultimately ______ creativity. Which choice completes the text with the most logical and precise word or phrase?"
d8d33cc5,CRAFT,Words in Context,,,"The early British postal system required the cost of mail delivery to be paid upon receipt, a system which encouraged inventive strategies by the intended recipient to avoid payment. To improve this system, ______ were proposed in 1837, including the use of a postage stamp, a small receipt pasted to the mail indicating that delivery costs had been paid by the sender. Which choice completes the text with the most logical and precise word or phrase?"
d91e5499,CRAFT,Words in Context,,BB5 LOWER,"A team of paleontologists has found a rich fossil deposit near Gulgong, Australia. The fossils are so well preserved that the team has been able to ______ detailed information about the life forms that left them behind, such as color patterns and how they interacted with other species.Ã‚ Which choice completes the text with the most logical and precise word or phrase?"
d9915c15,CRAFT,Text Structure & Purpose,,,"In 2020, rap artist and professor"
d9d314d9,EXPRESSIONS,Rhetorical Syntesis,,BB9 MEDIUM,"While researching a topic, a student has taken the following notes: Pinnipeds, which include seals, sea lions, and walruses, live in and around water. Pinnipeds are descended not from sea animals but from four-legged, land-dwelling carnivores. Canadian paleobiologist Natalia Rybczynski recently found a fossil with four legs, webbed toes, and the skull and teeth of a seal. Rybczynski refers to her rare find as a Ã¢â‚¬Å“transitional fossil.Ã¢â‚¬Â The fossil illustrates an early stage in the evolution of pinnipeds from their land-dwelling ancestors. The student wants to emphasize the fossilÃ¢â‚¬â„¢s significance. Which choice most effectively uses relevant information from the notes to accomplish this goal?"
